0,000887759;2,035833759
0,018290105;2,073226765
0,040808372;2,098061789
0,060735903;2,112503401
0,079989334;2,124500508
0,098371033;2,135187903
0,113581821;2,144501037
0,137871598;2,159481338
0,155000228;2,16961419
0,171456584;2,179799038
0,191635557;2,194213225
0,214793485;2,21190022
0,232266144;2,22484184
0,254341533;2,245358204
0,27313278;2,261304312
0,292611989;2,278815104
0,312909572;2,296801915
0,336334939;2,311632929
0,354434132;2,321363179
0,37102663;2,328526738
0,389690835;2,336110926
0,406172786;2,34125252
0,434554235;2,346597449
0,453296614;2,348076054
0,472785156;2,350738493
0,48856027;2,352036432
0,508219433;2,353546279
0,52739132;2,355564164
0,54781865;2,357912476
0,56691603;2,361194113
0,593458265;2,366208326
0,619546828;2,371578913
0,630181147;2,37382768
0,648616657;2,377887051
0,669831602;2,384324569
0,69042749;2,390123045
0,705541541;2,394795025
0,738771907;2,406350405
0,766867234;2,416459533
0,787439922;2,424983696
0,808819078;2,4340348
0,833655386;2,446529798
0,849534658;2,454145724
0,87790487;2,469225421
0,888576936;2,474969801
0,914081544;2,491088967
0,933156324;2,503895299
0,953948738;2,52220036
0,972111281;2,55748164
0,978447625;2,582575128
0,983329323;2,608575113
0,988301422;2,646277152
0,994087137;2,700131321
0,997341602;2,730849211
